site,guild,species,nitrogen,hydrogen,trophic_category,trophic_level_fbase,size_max,s.hydrogen_mean,s.hydrogen_n,s.hydrogen_sd,s.hydrogen_se,s.carbon_mean,s.carbon_n,s.carbon_sd,s.carbon_se,s.nitrogen_mean,s.nitrogen_n,s.nitrogen_sd,s.nitrogen_se,carbon,t.hydrogen_mean,t.hydrogen_n,t.hydrogen_sd,t.hydrogen_se,t.carbon_mean,t.carbon_n,t.carbon_sd,t.carbon_se,t.nitrogen_mean,t.nitrogen_n,t.nitrogen_sd,t.nitrogen_se
AR,invertebrate,Corbiculidae,14.55350251,-92.08238793,I-2,2,NA,-90.536920605,4,4.723609561633174,2.361804780816587,-26.22444344,4,0.9872980233149528,0.4936490116574764,12.0821249175,4,1.6784689543876394,0.8392344771938197,-27.62097565,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Corbiculidae,11.31999137,-85.04053557,I-2,2,NA,-90.536920605,4,4.723609561633174,2.361804780816587,-26.22444344,4,0.9872980233149528,0.4936490116574764,12.0821249175,4,1.6784689543876394,0.8392344771938197,-25.85707206,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Corbiculidae,11.61638703,-88.86999914,I-2,2,NA,-90.536920605,4,4.723609561633174,2.361804780816587,-26.22444344,4,0.9872980233149528,0.4936490116574764,12.0821249175,4,1.6784689543876394,0.8392344771938197,-25.3165297,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Corbiculidae,10.83861876,-96.15475978,I-2,2,NA,-90.536920605,4,4.723609561633174,2.361804780816587,-26.22444344,4,0.9872980233149528,0.4936490116574764,12.0821249175,4,1.6784689543876394,0.8392344771938197,-26.10319635,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Corduliidae,16.67060992,-80.36164339,I-2,2,NA,-80.36164339,1,NA,NA,-27.91756121,1,NA,NA,16.67060992,1,NA,NA,-27.91756121,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Corydalidae,14.01701805,-74.52783462,I-3,3,NA,-74.52783462,1,NA,NA,-27.63467426,1,NA,NA,14.01701805,1,NA,NA,-27.63467426,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
AR,organic material,CPOM,9.634221762,-97.13685812,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-29.85317223,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,organic material,CPOM,10.51516579,-97.9395399,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-27.25050386,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,organic material,CPOM,10.89575796,-70.82091263,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-27.05590211,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,organic material,CPOM,10.86429568,-92.016025636,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-27.16725178,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,organic material,CPOM,5.553258718,-98.66518889,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-27.51066664,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,organic material,CPOM,7.366907303,-95.51762864,organic_material,1,NA,-92.016025636,6,11.906052635929312,5.324548607525699,-27.976011113333332,6,1.1708340194895208,0.4779909868735302,9.138267868833333,6,2.1999895654606267,0.8981419791376378,-29.01857006,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,fish,C.lutrensis,18.9155963,-112.5743443,F-2,2.82,40,-132.98297073333333,3,26.304789810904182,15.187077478302056,-26.96120286,3,1.4707028931435702,0.8491107112544017,18.435881006666666,3,1.4618690602143511,0.8440104954347409,-26.06416162,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,C.lutrensis,16.79442924,-123.7050371,F-2,2.82,40,-132.98297073333333,3,26.304789810904182,15.187077478302056,-26.96120286,3,1.4707028931435702,0.8491107112544017,18.435881006666666,3,1.4618690602143511,0.8440104954347409,-26.16094217,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,invertebrate,Dogielinotidae,15.39569773,-99.96879467,I-2,2,NA,-99.96879467,1,NA,NA,-25.98084983,1,NA,NA,15.39569773,1,NA,NA,-25.98084983,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Elmidae,13.03425659,-80.74601941,I-2,2,NA,-89.60688215,2,12.531152261234427,8.860862740000002,-28.37900781,2,0.24368301165328624,0.17230990999999918,14.0831296,2,1.4833304359490915,1.0488730100000003,-28.2066979,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,invertebrate,Elmidae,15.13200261,-98.46774489,I-2,2,NA,-89.60688215,2,12.531152261234427,8.860862740000002,-28.37900781,2,0.24368301165328624,0.17230990999999918,14.0831296,2,1.4833304359490915,1.0488730100000003,-28.55131772,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,Aquatic primary producer,Filamentous Algae,15.76429308,-140.6304407,A-1,1,NA,-176.5324914,3,31.801279127537587,18.360477064858255,-25.209787079999998,3,6.1340576068605195,4.337433729999998,17.47492805,3,2.419203174843693,1.71063497,-29.54722081,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,Filamentous Algae,19.18556302,-201.162096,A-1,1,NA,-176.5324914,3,31.801279127537587,18.360477064858255,-25.209787079999998,3,6.1340576068605195,4.337433729999998,17.47492805,3,2.419203174843693,1.71063497,-20.87235335,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,Aquatic primary producer,Filamentous Algae,17.47492805,-187.8049375,A-1,1,NA,-176.5324914,3,31.801279127537587,18.360477064858255,-25.209787079999998,3,6.1340576068605195,4.337433729999998,17.47492805,3,2.419203174843693,1.71063497,-25.209787079999998,-134.36938673083333,12,32.96228758917835,9.515392806358992,-23.003953656666667,12,6.715290343030359,1.9385373436175362,16.885729074166665,12,1.2092930836210833,0.34909284367889254
AR,organic material,FPOM,5.951538407,-106.4763082,organic_material,1,NA,-106.4763082,1,NA,NA,-25.08603107,1,NA,NA,5.951538407,1,NA,NA,-25.08603107,-94.081780288,7,11.15231465760197,4.215178732393609,-27.56315682142857,7,1.5282400276366706,0.577620436677301,8.683020802857143,7,2.341803644844263,0.8851185805146493
AR,invertebrate,Gomphidae,16.21466561,-92.72408493,I-3,3,NA,-92.72408493,1,NA,NA,-27.60784389,1,NA,NA,16.21466561,1,NA,NA,-27.60784389,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
AR,Terrestrial primary producer,grass,12.88194167,-96.02835611,T-1,1,NA,-94.84497314666667,3,6.21890826182898,3.590488359032549,-31.285801896666666,3,0.5978242376306208,0.3451539845241217,11.820343225,3,2.857684811050766,1.6498850949192647,-31.8304093,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,Terrestrial primary producer,grass,13.99530065,-88.11939843,T-1,1,NA,-94.84497314666667,3,6.21890826182898,3.590488359032549,-31.285801896666666,3,0.5978242376306208,0.3451539845241217,11.820343225,3,2.857684811050766,1.6498850949192647,-31.38084803,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,Terrestrial primary producer,grass,8.583787355,-100.3871649,T-1,1,NA,-94.84497314666667,3,6.21890826182898,3.590488359032549,-31.285801896666666,3,0.5978242376306208,0.3451539845241217,11.820343225,3,2.857684811050766,1.6498850949192647,-30.64614836,-88.92572390333333,6,14.491262444905217,5.916033119795736,-31.433747793333332,6,0.6539908559672314,0.2669906489276207,9.326364980000001,6,3.7244355470926505,1.520494445043417
AR,invertebrate,Gyrinidae,12.67551851,-97.67687839,I-3,3,NA,-97.67687839,1,NA,NA,-29.53426494,1,NA,NA,12.67551851,1,NA,NA,-29.53426494,-92.7130851215,10,7.873110634564515,2.4896961875717456,-28.107862543,10,1.4841019918543852,0.4693142574252516,15.454326012,10,2.4852889024344944,0.7859173575232992
AR,fish,H.cyanoguttatus,15.12185349,-88.39052853,F-2,2.9,120,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-26.01004777,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,18.211102062857144,-100.2914771,F-2,2.9,160,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-26.55415962142857,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,18.85470156,-91.04514738,F-2,2.9,40,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-26.73434092,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,19.66561662,-108.9466397,F-2,2.9,40,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-27.30253642,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,19.93964299,-111.6733546,F-2,2.9,80,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-26.07873074,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,18.89732788,-99.87026221,F-2,2.9,80,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-28.02370762,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,19.21499548,-112.6400508,F-2,2.9,80,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-26.68022707,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,fish,H.cyanoguttatus,15.78357642,-101.83678004571429,F-2,2.9,NA,-101.83678004571429,8,9.725697329445003,3.675968065770929,-26.55415962142857,8,0.9621163893623962,0.3636458140788985,18.211102062857144,8,1.9335947525785548,0.7308301216717605,-25.04952681,-107.9593507589796,14,18.71200250937356,5.0009930293235785,-26.291533266530614,14,1.2591059578545105,0.33651022199552916,18.09075208377551,14,1.6443943462265505,0.43948287516627704
AR,invertebrate,Hydropsychidae,15.95339978,-121.4457589,I-2,2,NA,-121.4457589,1,NA,NA,-29.42694344,1,NA,NA,15.95339978,1,NA,NA,-29.42694344,-98.87383948,13,15.722828785254066,4.360728106198056,-27.125316394615385,13,1.5863310395617949,0.4399690694615497,14.968435727692308,13,2.62526967620259,0.7281188022668603
AR,fish,I.punctatus,19.79146577,-111.6970077,F-4,4.2,80,-110.7677959,3,2.764645071440534,1.5961685762099647,-27.777420199999998,3,0.552512555256917,0.318993272508229,19.70959616,3,0.4231118035207883,0.24428371366003518,-27.60640654,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,I.punctatus,20.08579038,-112.948126,F-4,4.2,80,-110.7677959,3,2.764645071440534,1.5961685762099647,-27.777420199999998,3,0.552512555256917,0.318993272508229,19.70959616,3,0.4231118035207883,0.24428371366003518,-27.330634,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,I.punctatus,19.25153233,-107.658254,F-4,4.2,80,-110.7677959,3,2.764645071440534,1.5961685762099647,-27.777420199999998,3,0.552512555256917,0.318993272508229,19.70959616,3,0.4231118035207883,0.24428371366003518,-28.39522006,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,14.66108323,-95.43597847666666,F-4,3.5,12,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-24.81850227,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,15.96829049,-95.43597847666666,F-4,3.5,12,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-24.36269709,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,14.910582545,-89.00908337,F-4,3.5,120,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-25.360334603333335,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,14.910582545,-82.17014658,F-4,3.5,120,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-25.360334603333335,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,14.910582545,-86.96335431,F-4,3.5,120,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-25.360334603333335,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,16.33670372,-106.2934641,F-4,3.5,80,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-25.93720219,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,16.82284679,-107.3350314,F-4,3.5,80,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-25.1796082,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.cyanellus,15.45880443,-100.8447911,F-4,3.5,80,-95.43597847666666,9,10.749886933543129,4.388622963298801,-25.360334603333335,9,1.2515475293102118,0.5109421392751655,14.910582545,9,2.4171642911607507,0.9868031896366718,-27.59391872,-100.86577444647058,17,8.858766884258822,2.148566563324881,-26.11166428529412,17,1.1908031542754316,0.28881218731742864,17.701372935,17,3.4249104360168445,0.8306627932928051
AR,fish,L.gulosus,18.152889585,-92.20756407,F-3,3.4,120,-102.95270668500001,3,15.195926415766102,10.745142614999999,-26.233267425,3,0.6438700166840686,0.4552848550000004,18.152889585,3,0.488720663122632,0.34557769499999935,-26.233267425,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.gulosus,17.80731189,-102.95270668500001,F-3,3.4,160,-102.95270668500001,3,15.195926415766102,10.745142614999999,-26.233267425,3,0.6438700166840686,0.4552848550000004,18.152889585,3,0.488720663122632,0.34557769499999935,-25.77798257,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.gulosus,18.49846728,-113.6978493,F-3,3.4,80,-102.95270668500001,3,15.195926415766102,10.745142614999999,-26.233267425,3,0.6438700166840686,0.4552848550000004,18.152889585,3,0.488720663122632,0.34557769499999935,-26.68855228,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,16.36715109,-101.03679845,F-3,3.2,12,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-25.1286163,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,16.88374154,-101.03679845,F-3,3.2,12,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-25.9923567,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,16.71729589,-95.87554823,F-3,3.2,120,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-24.50006304,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,16.474586825714287,-96.30098442,F-3,3.2,120,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-25.156713875714285,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,16.474586825714287,-113.0095211,F-3,3.2,120,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-25.156713875714285,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
AR,fish,L.macrochirus,15.55725094,-98.86533719,F-3,3.2,160,-101.03679845,9,8.189762361485762,3.0954392150297703,-25.156713875714285,9,0.8289174044739027,0.3133013299501551,16.474586825714287,9,1.4487513718484353,0.5475765487820888,-25.10364067,-101.607895063,15,8.938806706261692,2.307989967221247,-25.645160807761904,15,0.8759150393939776,0.2261602906843659,17.45028017842857,15,1.8000500711398595,0.4647709298576101
