site,date,order,family,genus,lowest_taxon,abun,total_abun
AR,2018-06-08,Diptera,Chironomidae,NA,Chironomidae,4.301075268817204,576.3440860215054
AR,2018-06-08,Diptera,Chironomidae,NA,Chironomidae,81.72043010752688,576.3440860215054
AR,2018-06-08,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,38.70967741935484,576.3440860215054
AR,2018-06-08,Odonata,Coenagrionidae,Enallagma,Enallagma,4.301075268817204,576.3440860215054
AR,2018-06-08,Odonata,Gomphidae,Erpetogomphus,Erpetogomphus,8.602150537634408,576.3440860215054
AR,2018-06-08,Odonata,Calopterygidae,Hetaerina,Hetaerina,12.903225806451612,576.3440860215054
AR,2018-06-08,Coleoptera,Elmidae,Heterelmis,Heterelmis,51.61290322580645,576.3440860215054
AR,2018-06-08,Coleoptera,Elmidae,Hexacylloepus,Hexacylloepus,17.204301075268816,576.3440860215054
AR,2018-06-08,Amphipoda,Hyalellidae,Hyalella,Hyalella,8.602150537634408,576.3440860215054
AR,2018-06-08,Coleoptera,Hydrochidae,Hydrochus,Hydrochus,12.903225806451612,576.3440860215054
AR,2018-06-08,Hemiptera,Hydrometridae,Hydrometra,Hydrometra,4.301075268817204,576.3440860215054
AR,2018-06-08,Gastropoda,Thiaridae,Melanoides,Melanoides,38.70967741935484,576.3440860215054
AR,2018-06-08,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,4.301075268817204,576.3440860215054
AR,2018-06-08,Hemiptera,Veliidae,Microvelia,Microvelia,12.903225806451612,576.3440860215054
AR,2018-06-08,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche,4.301075268817204,576.3440860215054
AR,2018-06-08,Diptera,Stratiomyidae,Odontomyia,Odontomyia,8.602150537634408,576.3440860215054
AR,2018-06-08,Diptera,Ceratopogonidae,Probezzia,Probezzia,4.301075268817204,576.3440860215054
AR,2018-06-08,Decapoda,Cambaridae,Procambarus,Procambarus,4.301075268817204,576.3440860215054
AR,2018-06-08,Hemiptera,Nepidae,Ranatra,Ranatra,4.301075268817204,576.3440860215054
AR,2018-06-08,Hemiptera,Veliidae,Rhagovelia,Rhagovelia,34.40860215053763,576.3440860215054
AR,2018-06-08,Trichoptera,Hydropsychidae,Smicridea,Smicridea,8.602150537634408,576.3440860215054
AR,2018-06-08,Ephemeroptera,Heptageniidae,Stenacron,Stenacron,4.301075268817204,576.3440860215054
AR,2018-06-08,Coleoptera,Elmidae,Stenelmis,Stenelmis,64.51612903225806,576.3440860215054
AR,2018-06-08,Diptera,Chironomidae,NA,Chironomidae,51.61290322580645,576.3440860215054
AR,2018-06-08,Ephemeroptera,Leptohyphidae,Tricorythodes,Tricorythodes,4.301075268817204,576.3440860215054
AR,2018-07-01,Hemiptera,Aphididae,NA,Aphididae,10.75268817204301,768.2795698924731
AR,2018-07-01,Odonata,Coenagrionidae,Argia,Argia,16.666666666666664,768.2795698924731
AR,2018-07-01,Hemiptera,Belostomatidae,Belostoma,Belostoma,5.376344086021505,768.2795698924731
AR,2018-07-01,Ephemeroptera,Caenidae,Caenis,Caenis,112.9032258064516,768.2795698924731
AR,2018-07-01,Diptera,Chironomidae,NA,Chironomidae,138.17204301075267,768.2795698924731
AR,2018-07-01,Bivalva,Corbiculidae,Corbicula,Corbicula,23.118279569892472,768.2795698924731
AR,2018-07-01,Coleoptera,Elmidae,Dubiraphia,Dubiraphia,5.913978494623656,768.2795698924731
AR,2018-07-01,Odonata,Coenagrionidae,Enallagma,Enallagma,11.827956989247312,768.2795698924731
AR,2018-07-01,Ephemeroptera,Baetidae,Fallceon,Fallceon,16.129032258064516,768.2795698924731
AR,2018-07-01,Coleoptera,Elmidae,Heterelmis,Heterelmis,46.236559139784944,768.2795698924731
AR,2018-07-01,Amphipoda,Hyalellidae,Hyalella,Hyalella,148.92473118279568,768.2795698924731
AR,2018-07-01,Hemiptera,Hydrometridae,Hydrometra,Hydrometra,5.376344086021505,768.2795698924731
AR,2018-07-01,Trichoptera,Hydroptilidae,NA,Hydroptilidae,5.376344086021505,768.2795698924731
AR,2018-07-01,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,11.29032258064516,768.2795698924731
AR,2018-07-01,Odonata,Aeshnidae,Nasiaeschna,Nasiaeschna,12.365591397849462,768.2795698924731
AR,2018-07-01,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche,5.376344086021505,768.2795698924731
AR,2018-07-01,Decapoda,Palaemonidae,Palaemon,Palaemon,10.75268817204301,768.2795698924731
AR,2018-07-01,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,Paraleptophlebia,60.75268817204301,768.2795698924731
AR,2018-07-01,Gastropoda,Physidae,Physa,Physa,5.376344086021505,768.2795698924731
AR,2018-07-01,Diptera,Ceratopogonidae,Probezzia,Probezzia,5.376344086021505,768.2795698924731
AR,2018-07-01,Trichoptera,Hydropsychidae,Smicridea,Smicridea,5.376344086021505,768.2795698924731
AR,2018-07-01,Coleoptera,Elmidae,Stenelmis,Stenelmis,46.774193548387096,768.2795698924731
AR,2018-07-01,Diptera,Chironomidae,NA,Chironomidae,36.02150537634408,768.2795698924731
AR,2018-07-01,Ephemeroptera,Leptohyphidae,Tricorythodes,Tricorythodes,22.043010752688172,768.2795698924731
AR,2018-08-01,Odonata,Coenagrionidae,Argia,Argia,103.2258064516129,1737.6344086021504
AR,2018-08-01,Ephemeroptera,Caenidae,Caenis,Caenis,60.21505376344086,1737.6344086021504
AR,2018-08-01,Diptera,Ceratopogonidae,Ceratopogon,Ceratopogon,17.204301075268816,1737.6344086021504
AR,2018-08-01,Diptera,Chironomidae,NA,Chironomidae,34.40860215053763,1737.6344086021504
AR,2018-08-01,Diptera,Chironomidae,NA,Chironomidae,722.5806451612902,1737.6344086021504
AR,2018-08-01,Odonata,Corduliidae,NA,Corduliidae,8.602150537634408,1737.6344086021504
AR,2018-08-01,Odonata,Gomphidae,Erpetogomphus,Erpetogomphus,8.602150537634408,1737.6344086021504
AR,2018-08-01,Ephemeroptera,Baetidae,Fallceon,Fallceon,77.41935483870968,1737.6344086021504
AR,2018-08-01,Odonata,Calopterygidae,Hetaerina,Hetaerina,17.204301075268816,1737.6344086021504
AR,2018-08-01,Coleoptera,Elmidae,Heterelmis,Heterelmis,25.806451612903224,1737.6344086021504
AR,2018-08-01,Amphipoda,Hyalellidae,Hyalella,Hyalella,163.44086021505376,1737.6344086021504
AR,2018-08-01,Gastropoda,Thiaridae,Melanoides,Melanoides,17.204301075268816,1737.6344086021504
AR,2018-08-01,Hemiptera,Gerridae,Metrobates,Metrobates,8.602150537634408,1737.6344086021504
AR,2018-08-01,Coleoptera,Elmidae,Microcylloepus,Microcylloepus,17.204301075268816,1737.6344086021504
